age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
40,0.0,0.0,9,129298,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
24,0.0,0.0,13,179423,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
41,0.0,0.0,9,112283,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
52,0.0,0.0,2,241444,50,Married-civ-spouse,Puerto-Rico,Craft-repair,Other,Husband,True,Private,0
34,0.0,0.0,12,234096,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
33,0.0,0.0,9,177727,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
30,0.0,0.0,10,128065,45,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
43,0.0,0.0,10,253759,40,Married-civ-spouse,United-States,Tech-support,Black,Wife,False,Private,0
18,0.0,0.0,7,120243,27,Never-married,United-States,?,White,Own-child,True,?,0
63,0.0,0.0,4,28856,55,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,0
38,0.0,1887.0,6,122493,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
57,0.0,0.0,13,47178,35,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-not-inc,1
61,0.0,0.0,4,196773,30,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
33,0.0,0.0,13,156464,50,Never-married,United-States,Sales,White,Not-in-family,True,Private,1
39,0.0,0.0,7,108943,40,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
25,0.0,0.0,9,169905,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
26,0.0,0.0,9,179864,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
39,0.0,0.0,9,184659,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
81,2062.0,0.0,5,114670,5,Widowed,United-States,Priv-house-serv,Black,Not-in-family,False,Private,0
33,0.0,0.0,10,196963,60,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Self-emp-inc,0
26,0.0,1628.0,3,280093,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
42,0.0,1902.0,14,178074,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Federal-gov,1
29,0.0,0.0,13,116372,50,Never-married,United-States,Sales,White,Not-in-family,False,Private,1
48,99999.0,0.0,14,25468,50,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,1
80,0.0,0.0,15,148623,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
66,0.0,0.0,9,86321,22,Widowed,United-States,Transport-moving,White,Not-in-family,True,Private,0
41,0.0,0.0,14,220821,70,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
58,7688.0,0.0,10,289364,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
51,0.0,0.0,14,166459,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,1
26,0.0,0.0,10,128553,40,Never-married,United-States,Exec-managerial,Black,Own-child,False,Private,0
18,0.0,0.0,10,192022,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0
59,0.0,0.0,9,148844,40,Divorced,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
66,0.0,2377.0,16,427422,25,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
38,0.0,0.0,13,167725,84,Married-spouse-absent,India,Transport-moving,Other,Not-in-family,True,Private,0
33,0.0,0.0,13,340332,45,Separated,United-States,Exec-managerial,Black,Not-in-family,False,Private,0
58,5178.0,0.0,6,250206,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
27,0.0,0.0,9,192140,20,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
17,0.0,0.0,7,98572,20,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
31,0.0,0.0,9,144990,40,Married-spouse-absent,United-States,Machine-op-inspct,Black,Unmarried,False,Private,0
21,0.0,0.0,9,185357,50,Never-married,United-States,Adm-clerical,White,Not-in-family,True,Private,0
42,5013.0,0.0,9,167534,35,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
29,0.0,0.0,9,198997,20,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
56,0.0,0.0,9,235205,40,Widowed,United-States,Other-service,White,Unmarried,False,Private,0
58,0.0,0.0,9,37345,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
72,0.0,0.0,13,157913,17,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0
28,0.0,0.0,9,128055,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
35,0.0,0.0,10,330664,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
40,0.0,1977.0,11,175943,15,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-not-inc,1
38,0.0,0.0,9,320811,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
20,0.0,0.0,8,224424,40,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
56,0.0,0.0,10,442116,54,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
31,0.0,0.0,14,199655,30,Divorced,United-States,Other-service,Other,Not-in-family,False,Private,0
30,0.0,0.0,9,179446,40,Separated,United-States,Adm-clerical,White,Unmarried,False,Private,0
37,0.0,0.0,10,186934,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,0
39,0.0,0.0,9,31964,80,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
50,7688.0,0.0,10,196307,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Local-gov,1
42,0.0,0.0,9,340885,50,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
37,0.0,0.0,15,76767,39,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,State-gov,1
56,0.0,0.0,10,115439,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
38,0.0,0.0,9,103925,35,Never-married,United-States,Adm-clerical,White,Unmarried,False,Private,0
20,0.0,0.0,10,37783,25,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
23,0.0,0.0,9,191444,40,Never-married,United-States,?,White,Own-child,True,?,0
64,0.0,0.0,3,316627,40,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
34,0.0,0.0,10,293017,40,Never-married,United-States,Tech-support,Black,Unmarried,False,Private,0
29,0.0,0.0,9,336167,30,Never-married,United-States,Machine-op-inspct,Black,Unmarried,False,Private,0
24,0.0,0.0,13,192711,41,Never-married,United-States,?,White,Not-in-family,True,?,0
45,0.0,0.0,9,234195,35,Divorced,United-States,Adm-clerical,White,Unmarried,False,Local-gov,0
33,0.0,0.0,13,182556,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
41,0.0,0.0,13,120277,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
24,0.0,0.0,13,325596,35,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
21,0.0,0.0,9,232591,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
18,0.0,0.0,7,318190,15,Never-married,United-States,Other-service,White,Own-child,True,Private,0
33,0.0,0.0,6,117983,45,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
32,0.0,0.0,12,247481,48,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
36,0.0,0.0,10,74593,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,0
53,0.0,0.0,5,179237,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Local-gov,0
44,0.0,0.0,9,56651,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0
51,0.0,0.0,10,388496,8,Divorced,Puerto-Rico,Craft-repair,White,Not-in-family,True,Self-emp-not-inc,1
28,0.0,0.0,9,341709,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Federal-gov,0
26,0.0,0.0,10,151971,35,Never-married,United-States,Handlers-cleaners,White,Unmarried,True,Private,0
34,0.0,0.0,9,81206,40,Divorced,United-States,Handlers-cleaners,Black,Not-in-family,True,Private,0
30,0.0,0.0,9,211028,45,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
45,0.0,0.0,14,126754,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1
58,0.0,0.0,8,178660,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0
53,0.0,0.0,9,181317,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0
18,0.0,0.0,10,400616,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
29,0.0,0.0,9,37215,55,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
37,0.0,0.0,12,93225,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,0
42,15024.0,0.0,13,171069,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,1
43,0.0,2415.0,15,156996,55,Married-civ-spouse,?,Prof-specialty,Asian-Pac-Islander,Husband,True,Federal-gov,1
35,0.0,0.0,7,190759,40,Separated,United-States,Craft-repair,White,Unmarried,True,Private,0
47,0.0,0.0,9,250170,40,Married-civ-spouse,United-States,Machine-op-inspct,Black,Husband,True,Private,1
28,0.0,0.0,12,201954,65,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,1
68,0.0,0.0,9,322025,5,Married-civ-spouse,United-States,Transport-moving,Black,Husband,True,Private,0
44,0.0,1504.0,9,262684,45,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
64,0.0,0.0,14,96076,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
41,0.0,0.0,9,111483,45,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
22,0.0,0.0,10,322674,40,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0
20,0.0,0.0,9,148509,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
34,0.0,0.0,14,104509,40,Separated,United-States,Prof-specialty,White,Unmarried,False,Local-gov,0
46,0.0,0.0,9,216164,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
19,0.0,1719.0,10,387215,16,Never-married,United-States,Tech-support,White,Own-child,True,Private,0
36,0.0,0.0,10,176101,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
27,0.0,1721.0,10,212578,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0
29,0.0,0.0,13,168479,40,Never-married,United-States,?,White,Not-in-family,True,?,0
29,0.0,0.0,10,91547,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
38,0.0,0.0,9,195686,25,Separated,United-States,Exec-managerial,White,Unmarried,True,Self-emp-not-inc,0
40,0.0,0.0,5,216116,40,Never-married,Haiti,Machine-op-inspct,Black,Unmarried,False,Private,0
18,0.0,0.0,9,120029,40,Never-married,United-States,Other-service,White,Own-child,False,Private,0
18,0.0,0.0,7,78045,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Own-child,True,Private,0
28,0.0,0.0,10,161155,48,Never-married,United-States,Craft-repair,White,Unmarried,True,Private,0
39,0.0,0.0,9,164515,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Local-gov,0
55,0.0,0.0,10,173093,40,Divorced,United-States,Adm-clerical,Asian-Pac-Islander,Not-in-family,False,Private,0
49,0.0,0.0,12,178160,40,Widowed,Germany,Sales,White,Not-in-family,False,Private,0
62,0.0,0.0,10,102631,50,Widowed,United-States,Farming-fishing,White,Unmarried,False,Self-emp-not-inc,0
22,0.0,0.0,9,388885,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
44,0.0,0.0,8,268098,36,Never-married,United-States,Transport-moving,Black,Not-in-family,True,Private,0
36,0.0,0.0,13,272090,45,Divorced,El-Salvador,Prof-specialty,White,Unmarried,False,Private,0
58,0.0,0.0,9,185459,45,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
25,0.0,0.0,10,283515,60,Never-married,United-States,Protective-serv,White,Not-in-family,True,Private,0
43,0.0,0.0,9,56920,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
41,0.0,0.0,10,173051,45,Divorced,United-States,Other-service,White,Unmarried,False,Local-gov,0
35,0.0,0.0,14,289430,45,Married-civ-spouse,Mexico,Sales,White,Husband,True,Self-emp-inc,1
37,0.0,0.0,13,186934,40,Married-civ-spouse,United-States,Prof-specialty,White,Other-relative,True,Private,1
23,0.0,0.0,10,284898,30,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0
43,0.0,0.0,10,75742,45,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
46,3325.0,0.0,10,65353,55,Divorced,United-States,Transport-moving,White,Own-child,True,Private,0
36,0.0,0.0,13,127424,50,Married-civ-spouse,?,Adm-clerical,Black,Husband,True,Local-gov,1
43,0.0,0.0,9,135056,35,Separated,United-States,Adm-clerical,White,Other-relative,False,Local-gov,0
51,0.0,0.0,7,125796,40,Never-married,United-States,Farming-fishing,Black,Not-in-family,False,Local-gov,0
54,0.0,0.0,4,283281,50,Never-married,United-States,Craft-repair,Black,Not-in-family,True,Private,0
20,0.0,0.0,10,71475,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
31,0.0,0.0,10,171184,40,Divorced,Dominican-Republic,Exec-managerial,White,Not-in-family,False,Private,0
55,0.0,0.0,5,157639,58,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
46,0.0,0.0,10,285335,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
27,0.0,0.0,9,217530,45,Never-married,Mexico,Sales,White,Own-child,False,Private,0
55,0.0,0.0,9,169482,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,State-gov,1
34,0.0,0.0,9,154667,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Wife,False,Private,0
19,0.0,0.0,7,244175,25,Never-married,United-States,Sales,White,Own-child,True,Private,0
57,0.0,0.0,9,84888,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
41,0.0,0.0,10,175674,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
40,0.0,0.0,14,26929,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
19,0.0,0.0,9,208513,40,Never-married,United-States,Craft-repair,White,Other-relative,True,Private,0
44,0.0,0.0,13,344060,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,1
30,0.0,0.0,12,393965,25,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
17,0.0,0.0,7,194517,18,Never-married,United-States,Farming-fishing,White,Own-child,False,Private,0
54,0.0,0.0,6,135840,45,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,0
36,0.0,0.0,11,239755,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
47,15024.0,0.0,13,246891,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
38,0.0,1876.0,9,329980,40,Never-married,Canada,Craft-repair,White,Not-in-family,True,Local-gov,0
47,0.0,0.0,9,211668,40,Married-civ-spouse,United-States,Machine-op-inspct,Black,Wife,False,Private,1
52,0.0,0.0,9,24185,84,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0
66,0.0,0.0,7,22313,20,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
19,0.0,0.0,10,224241,20,Never-married,United-States,Sales,White,Own-child,False,Private,0
43,0.0,0.0,13,28451,37,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
22,0.0,0.0,6,142875,40,Never-married,United-States,?,White,Other-relative,True,?,0
51,3325.0,0.0,15,209320,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Local-gov,0
19,0.0,0.0,9,235849,35,Never-married,United-States,Transport-moving,White,Own-child,True,Private,0
53,7298.0,0.0,10,117674,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
40,3411.0,0.0,10,169262,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
46,0.0,0.0,10,37353,45,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
38,0.0,0.0,10,224584,40,Divorced,United-States,Sales,Black,Unmarried,False,Private,0
29,0.0,0.0,9,180115,45,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0
22,0.0,0.0,9,509048,37,Never-married,United-States,Sales,Black,Other-relative,False,Private,0
49,0.0,0.0,9,157272,50,Separated,United-States,Sales,White,Unmarried,True,Private,0
90,20051.0,0.0,15,87372,72,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
34,0.0,0.0,9,226296,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,1
31,0.0,0.0,9,96245,42,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
23,0.0,0.0,8,99543,46,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
51,0.0,0.0,7,106151,40,Divorced,United-States,Transport-moving,White,Own-child,True,Private,0
20,0.0,0.0,10,175069,40,Never-married,Yugoslavia,Adm-clerical,White,Own-child,True,Private,0
25,0.0,0.0,10,167495,40,Never-married,United-States,Adm-clerical,White,Unmarried,False,Private,0
39,0.0,0.0,10,50096,80,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
53,0.0,0.0,9,227602,37,Divorced,Mexico,Sales,White,Not-in-family,False,Private,0
75,0.0,0.0,10,114204,13,Married-civ-spouse,United-States,?,White,Husband,True,?,0
35,0.0,0.0,4,90273,40,Married-civ-spouse,?,Machine-op-inspct,White,Husband,True,Private,1
35,0.0,0.0,9,556902,40,Divorced,United-States,Other-service,Black,Not-in-family,True,Private,0
23,0.0,0.0,13,130773,40,Never-married,United-States,Exec-managerial,White,Unmarried,True,Private,0
45,0.0,0.0,9,154117,38,Divorced,United-States,Exec-managerial,White,Unmarried,False,State-gov,1
38,0.0,0.0,11,64875,50,Divorced,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-inc,0
56,0.0,0.0,9,131608,10,Divorced,United-States,?,White,Not-in-family,True,?,0
56,0.0,0.0,9,160932,44,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
50,0.0,0.0,9,32372,30,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
20,0.0,0.0,10,143604,2,Never-married,United-States,Sales,White,Unmarried,False,Private,0
44,0.0,0.0,13,63042,50,Divorced,United-States,Exec-managerial,White,Own-child,False,Private,1
42,0.0,0.0,13,96115,40,Separated,United-States,Other-service,White,Not-in-family,True,Private,0
54,0.0,0.0,10,287831,55,Married-civ-spouse,United-States,Adm-clerical,Black,Wife,False,Local-gov,1
23,0.0,0.0,9,34431,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
22,0.0,0.0,10,90860,40,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,False,Private,0
20,0.0,0.0,10,337488,30,Never-married,United-States,?,Black,Own-child,True,?,0
43,0.0,0.0,10,320984,50,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Self-emp-inc,0
31,0.0,0.0,13,331126,48,Never-married,United-States,Protective-serv,Black,Own-child,True,Local-gov,0
44,0.0,0.0,6,111483,50,Never-married,United-States,Craft-repair,White,Own-child,True,Self-emp-not-inc,0
36,0.0,0.0,10,251730,50,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
50,0.0,0.0,10,76728,39,Divorced,United-States,Adm-clerical,White,Not-in-family,False,State-gov,0
26,0.0,0.0,3,464552,40,Never-married,Mexico,Handlers-cleaners,White,Not-in-family,True,Private,0
41,0.0,0.0,9,169628,40,Married-civ-spouse,?,Machine-op-inspct,Black,Wife,False,Private,0
54,0.0,0.0,9,99434,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
35,0.0,0.0,9,197365,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0
34,0.0,0.0,10,169496,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,1
32,0.0,1340.0,13,399088,45,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Self-emp-not-inc,0
34,0.0,0.0,9,183473,40,Divorced,United-States,Transport-moving,White,Own-child,False,Private,0
56,0.0,0.0,9,118993,40,Never-married,United-States,Adm-clerical,White,Other-relative,False,Private,0
21,0.0,0.0,10,72953,40,Never-married,United-States,?,White,Own-child,True,?,0
62,0.0,0.0,11,208266,40,Divorced,United-States,Adm-clerical,Black,Not-in-family,False,Local-gov,0
24,0.0,0.0,13,197496,20,Never-married,United-States,Adm-clerical,White,Own-child,True,Self-emp-inc,0
31,0.0,0.0,9,241885,45,Never-married,United-States,Farming-fishing,White,Unmarried,True,Private,0
24,0.0,0.0,13,283613,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
37,0.0,0.0,13,64922,70,Separated,England,Other-service,White,Not-in-family,True,Private,0
35,5013.0,0.0,9,112077,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
35,0.0,0.0,13,144401,40,Married-civ-spouse,Philippines,Prof-specialty,Asian-Pac-Islander,Wife,False,Private,1
27,0.0,0.0,13,31493,30,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
26,0.0,0.0,13,288781,42,Never-married,United-States,Adm-clerical,White,Not-in-family,True,Local-gov,0
28,0.0,0.0,11,79874,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
24,0.0,0.0,10,153583,40,Never-married,United-States,Sales,White,Own-child,False,Private,0
19,0.0,0.0,8,162954,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
47,0.0,0.0,14,115304,40,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
32,0.0,0.0,11,149787,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
43,0.0,0.0,9,478972,50,Married-civ-spouse,United-States,?,White,Husband,True,?,0
20,0.0,0.0,12,30035,40,Never-married,United-States,Sales,White,Own-child,False,Private,0
33,0.0,0.0,9,336061,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
41,0.0,0.0,13,192225,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
36,0.0,0.0,9,225330,40,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
48,0.0,0.0,13,172034,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
56,0.0,1977.0,15,94156,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
34,0.0,0.0,13,357145,50,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1
31,0.0,0.0,9,113364,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
36,0.0,0.0,9,190350,40,Never-married,United-States,Adm-clerical,Black,Not-in-family,False,Private,0
53,3411.0,0.0,9,237729,65,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-not-inc,0
33,0.0,0.0,9,163392,48,Married-civ-spouse,United-States,Prof-specialty,Amer-Indian-Eskimo,Husband,True,Private,1
23,0.0,0.0,10,33884,40,Separated,United-States,Sales,White,Unmarried,False,Private,0
34,0.0,0.0,13,211051,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
64,0.0,0.0,9,110150,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0
46,0.0,0.0,7,364913,40,Married-civ-spouse,United-States,Transport-moving,Black,Husband,True,Private,0
36,0.0,0.0,9,220696,40,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
17,0.0,0.0,8,226203,45,Never-married,United-States,Sales,White,Own-child,True,Self-emp-not-inc,0
34,0.0,0.0,9,179877,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
22,0.0,0.0,10,212213,40,Never-married,United-States,Adm-clerical,Black,Own-child,False,Local-gov,0
37,0.0,0.0,9,150566,44,Separated,United-States,Craft-repair,White,Not-in-family,True,State-gov,0
48,0.0,0.0,5,176239,40,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0
39,0.0,0.0,9,300760,50,Divorced,United-States,Tech-support,White,Unmarried,False,Private,0
72,0.0,0.0,13,164724,28,Divorced,United-States,Sales,White,Unmarried,False,Private,0
22,0.0,0.0,10,275385,25,Never-married,United-States,Other-service,White,Other-relative,True,Private,0
34,0.0,0.0,13,153927,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
24,0.0,0.0,10,84319,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
17,0.0,0.0,7,150262,20,Never-married,United-States,Sales,White,Own-child,False,Private,0
35,0.0,0.0,9,42044,30,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
27,0.0,0.0,9,173944,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
55,0.0,0.0,9,51008,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
53,4386.0,0.0,10,164195,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Federal-gov,1
37,0.0,0.0,12,29660,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
37,0.0,0.0,9,317580,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,0
75,0.0,0.0,10,134414,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,0
32,0.0,0.0,13,30499,32,Divorced,United-States,?,White,Unmarried,False,?,0
45,2174.0,0.0,11,138626,50,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,0
39,0.0,0.0,10,117381,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
29,0.0,0.0,14,309620,20,Married-civ-spouse,Taiwan,Prof-specialty,Asian-Pac-Islander,Husband,True,State-gov,0
23,0.0,0.0,12,212856,35,Never-married,United-States,Protective-serv,Black,Own-child,False,Local-gov,0
26,0.0,0.0,9,58371,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
29,0.0,0.0,9,106153,50,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
38,0.0,0.0,13,316470,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
39,0.0,0.0,13,206253,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-inc,0
56,0.0,0.0,5,437727,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
50,0.0,0.0,13,305147,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
42,0.0,0.0,16,34037,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
34,0.0,0.0,10,337587,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
35,0.0,0.0,9,175769,65,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
60,0.0,0.0,14,135285,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,0
40,0.0,0.0,13,199018,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1
35,0.0,0.0,10,202027,60,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Self-emp-inc,0
36,0.0,0.0,10,223020,20,Divorced,United-States,Other-service,Black,Unmarried,False,State-gov,0
58,0.0,0.0,10,204816,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,1
