age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold,capital_gain_log1p,capital_loss_log1p,final_weight_log1p,native_country_frequency
29,0.0,0.0,10,224215,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.320365151926657,0.8937728937728938
20,0.0,0.0,9,200819,40,Never-married,United-States,Transport-moving,White,Own-child,True,State-gov,0,0.0,0.0,12.210164263433427,0.8937728937728938
46,0.0,0.0,13,96260,20,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Self-emp-not-inc,0,0.0,0.0,11.474818531334202,0.8937728937728938
59,0.0,1977.0,13,170104,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,7.589841512182657,12.044171172425783,0.8937728937728938
34,0.0,0.0,9,202210,40,Never-married,United-States,Other-service,Black,Unmarried,False,Private,0,0.0,0.0,12.217066985671387,0.8937728937728938
51,4787.0,0.0,14,76044,35,Divorced,Mexico,Prof-specialty,__RARE__,Unmarried,True,Private,1,8.473868066677865,0.0,11.239080549306468,0.02197802197802198
44,0.0,0.0,8,268098,36,Never-married,United-States,Transport-moving,Black,Not-in-family,True,Private,0,0.0,0.0,12.499111594265583,0.8937728937728938
52,0.0,1887.0,9,34973,60,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,1,0.0,7.543273346705446,10.462360207273605,0.8937728937728938
50,0.0,0.0,6,93730,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,11.448184256626327,0.8937728937728938
54,0.0,0.0,11,164757,16,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.012233009607684,0.8937728937728938
48,0.0,0.0,14,328610,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1,0.0,0.0,12.702629959374987,0.8937728937728938
45,0.0,0.0,9,162958,35,Separated,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,12.00125391440665,0.8937728937728938
25,0.0,0.0,9,51148,40,Divorced,United-States,Adm-clerical,White,Other-relative,False,Private,0,0.0,0.0,10.842498220846531,0.8937728937728938
29,0.0,0.0,9,148182,40,Married-civ-spouse,United-States,Transport-moving,Black,Husband,True,Local-gov,0,0.0,0.0,11.906203275412894,0.8937728937728938
18,0.0,0.0,7,78045,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,0.0,11.265053675431062,0.8937728937728938
37,0.0,0.0,9,172538,40,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0,0.0,0.0,12.058378576856269,0.8937728937728938
18,0.0,0.0,7,348131,20,Never-married,United-States,Adm-clerical,Black,Own-child,False,Private,0,0.0,0.0,12.760336997181456,0.8937728937728938
61,0.0,0.0,11,238913,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1,0.0,0.0,12.383858933522367,0.8937728937728938
35,5013.0,0.0,9,112077,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0,8.519989278718239,0.0,11.626950336454817,0.8937728937728938
22,0.0,0.0,10,34310,25,Never-married,United-States,Transport-moving,White,Own-child,True,State-gov,0,0.0,0.0,10.443221281449327,0.8937728937728938
26,0.0,0.0,10,128553,40,Never-married,United-States,Exec-managerial,Black,Own-child,False,Private,0,0.0,0.0,11.764104328507095,0.8937728937728938
56,0.0,0.0,15,282023,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,12.549747452681887,0.8937728937728938
26,0.0,0.0,13,176981,50,Never-married,United-States,Adm-clerical,White,Own-child,False,Self-emp-inc,0,0.0,0.0,12.083803311469433,0.8937728937728938
29,0.0,0.0,9,342989,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,12.745456571204125,0.8937728937728938
35,0.0,0.0,9,556902,40,Divorced,United-States,Other-service,Black,Not-in-family,True,Private,0,0.0,0.0,13.230146356526799,0.8937728937728938
18,0.0,0.0,10,89478,20,Never-married,United-States,Sales,White,Own-child,False,Private,0,0.0,0.0,11.401759239859901,0.8937728937728938
41,0.0,0.0,13,120277,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1,0.0,0.0,11.697561009095914,0.8937728937728938
62,3103.0,0.0,13,121319,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,8.04044688130311,0.0,11.706186961802517,0.8937728937728938
36,0.0,0.0,3,328466,50,Married-civ-spouse,Mexico,Transport-moving,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,12.702191655239693,0.02197802197802198
61,0.0,0.0,9,149653,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,0.0,11.916081241958045,0.8937728937728938
29,0.0,0.0,9,176137,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,12.079023057690694,0.8937728937728938
29,0.0,1564.0,9,341672,50,Married-spouse-absent,__RARE__,Transport-moving,Asian-Pac-Islander,Other-relative,True,Self-emp-not-inc,1,0.0,7.355641102974253,12.7416094183001,0.0
32,0.0,0.0,9,227012,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0,0.0,0.0,12.332762563546217,0.8937728937728938
18,0.0,0.0,7,216284,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,12.284352261408857,0.8937728937728938
22,0.0,0.0,10,306967,25,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,12.634498786608852,0.8937728937728938
29,0.0,0.0,14,309620,20,Married-civ-spouse,__RARE__,Prof-specialty,Asian-Pac-Islander,Husband,True,State-gov,0,0.0,0.0,12.64310424785476,0.0
28,0.0,0.0,9,241580,55,Divorced,United-States,?,White,Unmarried,False,?,0,0.0,0.0,12.394960099566216,0.8937728937728938
33,0.0,0.0,10,290763,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,12.580267220554433,0.8937728937728938
18,0.0,1602.0,7,238867,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,7.3796321526095525,12.383666377083898,0.8937728937728938
39,0.0,0.0,13,289890,60,Divorced,United-States,Sales,White,Not-in-family,True,Private,0,0.0,0.0,12.577260269239838,0.8937728937728938
19,0.0,0.0,9,43627,10,Never-married,United-States,Other-service,White,Own-child,True,Without-pay,0,0.0,0.0,10.683454425048634,0.8937728937728938
45,0.0,0.0,9,154117,38,Divorced,United-States,Exec-managerial,White,Unmarried,False,State-gov,1,0.0,0.0,11.945473821754778,0.8937728937728938
29,0.0,0.0,10,202182,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.216928506860897,0.8937728937728938
24,0.0,0.0,5,479296,48,Never-married,United-States,Sales,White,Own-child,True,Private,0,0.0,0.0,13.08007572600024,0.8937728937728938
63,0.0,0.0,13,144391,20,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.880287102244084,0.8937728937728938
33,0.0,0.0,8,110592,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,11.613612074928163,0.8937728937728938
23,0.0,0.0,9,129232,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Local-gov,0,0.0,0.0,11.769372255673682,0.8937728937728938
31,0.0,0.0,4,197252,40,Married-civ-spouse,Mexico,Other-service,White,Husband,True,Private,0,0.0,0.0,12.192242447717938,0.02197802197802198
37,0.0,0.0,9,497300,40,Never-married,United-States,Other-service,Black,Unmarried,True,Private,0,0.0,0.0,13.116950755559445,0.8937728937728938
47,0.0,0.0,9,184402,32,Divorced,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.12487885895277,0.8937728937728938
50,0.0,0.0,9,99316,50,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0,0.0,0.0,11.506072033769213,0.8937728937728938
33,2829.0,0.0,10,202153,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,7.948031990637284,0.0,12.21678506215982,0.8937728937728938
26,0.0,0.0,9,552529,40,Married-civ-spouse,United-States,Machine-op-inspct,Black,Wife,False,Private,0,0.0,0.0,13.222263009542461,0.8937728937728938
49,0.0,0.0,14,340755,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,0.0,0.0,12.738921957620924,0.8937728937728938
38,0.0,0.0,15,187983,40,Married-civ-spouse,United-States,Sales,White,Wife,False,Private,0,0.0,0.0,12.144112131807354,0.8937728937728938
37,0.0,0.0,11,226947,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.332476195332012,0.8937728937728938
71,0.0,0.0,5,258126,39,Married-civ-spouse,__RARE__,Protective-serv,White,Husband,True,Private,0,0.0,0.0,12.461206990851437,0.0
36,0.0,0.0,10,219155,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,12.297539083980043,0.8937728937728938
64,0.0,0.0,12,267546,40,Separated,United-States,Prof-specialty,White,Not-in-family,False,Federal-gov,1,0.0,0.0,12.497050530819177,0.8937728937728938
33,0.0,0.0,13,182556,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,12.11481773200733,0.8937728937728938
43,0.0,0.0,16,35662,70,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-inc,1,0.0,0.0,10.481869015752949,0.8937728937728938
45,0.0,0.0,13,364365,35,Never-married,United-States,Sales,White,Not-in-family,False,Self-emp-not-inc,0,0.0,0.0,12.805914135953374,0.8937728937728938
36,0.0,0.0,9,143385,60,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.873295573371871,0.8937728937728938
50,0.0,0.0,14,185354,35,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,12.1300281842064,0.8937728937728938
38,2202.0,0.0,13,108140,45,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0,7.697575346802343,0.0,11.591191210165295,0.8937728937728938
38,99999.0,0.0,15,478829,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1,11.512925464970229,0.0,13.079100907344714,0.8937728937728938
31,0.0,0.0,10,103772,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,11.549961100271057,0.8937728937728938
51,0.0,0.0,9,141388,55,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.859270235924903,0.8937728937728938
38,0.0,0.0,10,24126,40,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,10.091086824325448,0.8937728937728938
40,13550.0,0.0,13,121956,40,Married-spouse-absent,__RARE__,Prof-specialty,Asian-Pac-Islander,Not-in-family,True,Private,1,9.514215624322715,0.0,11.711423802570723,0.0
27,0.0,0.0,13,214695,30,Married-civ-spouse,United-States,?,White,Husband,True,?,0,0.0,0.0,12.276978353045905,0.8937728937728938
24,0.0,0.0,13,197757,40,Never-married,__RARE__,Prof-specialty,Asian-Pac-Islander,Own-child,False,Private,0,0.0,0.0,12.194799339931714,0.0
31,0.0,0.0,9,96245,42,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0,0.0,0.0,11.474662692844896,0.8937728937728938
42,0.0,0.0,9,340885,44,Divorced,United-States,Farming-fishing,White,Not-in-family,True,Private,0,0.0,0.0,12.739303389520884,0.8937728937728938
46,0.0,0.0,15,201865,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.215359389921906,0.8937728937728938
40,0.0,0.0,14,26929,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0,0.0,0.0,10.200996185805645,0.8937728937728938
36,3103.0,0.0,13,131239,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,8.04044688130311,0.0,11.784782987075038,0.8937728937728938
41,0.0,0.0,9,160785,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Local-gov,0,0.0,0.0,11.987829567260038,0.8937728937728938
64,0.0,0.0,14,96076,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,11.47290523228637,0.8937728937728938
39,0.0,0.0,6,473547,40,Divorced,United-States,Handlers-cleaners,Black,Own-child,True,Local-gov,0,0.0,0.0,13.06800855922647,0.8937728937728938
61,0.0,0.0,1,243019,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.400899023462603,0.8937728937728938
36,0.0,0.0,9,220696,40,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0,0.0,0.0,12.304545999039618,0.8937728937728938
36,0.0,0.0,10,251730,50,Never-married,United-States,Sales,White,Not-in-family,True,Private,0,0.0,0.0,12.436116336034564,0.8937728937728938
56,0.0,0.0,9,146660,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.895879080116295,0.8937728937728938
48,99999.0,0.0,14,25468,50,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,1,11.512925464970229,0.0,10.145217305326018,0.8937728937728938
59,0.0,0.0,4,32855,70,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,10.399889655636395,0.8937728937728938
34,0.0,0.0,13,163110,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.002186229621236,0.8937728937728938
55,0.0,0.0,6,176904,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,12.083368144304687,0.8937728937728938
31,0.0,0.0,10,441949,40,Married-civ-spouse,Mexico,Tech-support,White,Husband,True,Private,1,0.0,0.0,12.998952032489093,0.02197802197802198
30,0.0,0.0,9,83066,40,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Local-gov,0,0.0,0.0,11.327402790060365,0.8937728937728938
41,0.0,0.0,12,160893,45,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,11.98850104204279,0.8937728937728938
30,0.0,0.0,15,194901,55,Divorced,United-States,Sales,White,Own-child,True,Private,0,0.0,0.0,12.180252147115654,0.8937728937728938
45,0.0,0.0,14,126754,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1,0.0,0.0,11.750011368407144,0.8937728937728938
21,0.0,0.0,9,232591,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0,0.0,0.0,12.357041124666106,0.8937728937728938
56,0.0,1977.0,15,94156,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1,0.0,7.589841512182657,11.452718880763895,0.8937728937728938
26,0.0,0.0,9,330263,40,Separated,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.707647613613227,0.8937728937728938
52,0.0,0.0,15,57855,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1,0.0,0.0,10.965712443751848,0.8937728937728938
30,0.0,0.0,5,61272,40,Married-civ-spouse,__RARE__,Machine-op-inspct,White,Wife,False,Private,0,0.0,0.0,11.023094568124744,0.0
17,0.0,0.0,7,317681,10,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0,0.0,0.0,12.66880616142873,0.8937728937728938
47,0.0,0.0,10,201127,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,12.211696800280395,0.8937728937728938
29,0.0,0.0,10,137240,45,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0,0.0,0.0,11.829493783451232,0.8937728937728938
28,0.0,0.0,8,291374,40,Never-married,United-States,Sales,Black,Unmarried,False,Private,0,0.0,0.0,12.582366376338058,0.8937728937728938
47,3325.0,0.0,9,184005,45,Divorced,United-States,Exec-managerial,Amer-Indian-Eskimo,Not-in-family,False,Private,0,8.109525659752872,0.0,12.122723644755123,0.8937728937728938
38,0.0,1876.0,9,329980,40,Never-married,__RARE__,Craft-repair,White,Not-in-family,True,Local-gov,0,0.0,7.537430036586509,12.70679035602754,0.0
32,0.0,0.0,11,191777,35,Never-married,__RARE__,Exec-managerial,Black,Not-in-family,False,Private,0,0.0,0.0,12.164093732037172,0.0
23,0.0,0.0,9,220168,25,Never-married,__RARE__,Sales,Black,Other-relative,False,Private,0,0.0,0.0,12.302150712252043,0.0
24,0.0,0.0,13,192711,41,Never-married,United-States,?,White,Not-in-family,True,?,0,0.0,0.0,12.168952125426733,0.8937728937728938
51,0.0,0.0,7,125796,40,Never-married,United-States,Farming-fishing,Black,Not-in-family,False,Local-gov,0,0.0,0.0,11.742424775587335,0.8937728937728938
59,0.0,0.0,14,100270,60,Divorced,United-States,Prof-specialty,White,Not-in-family,False,State-gov,0,0.0,0.0,11.515631799540945,0.8937728937728938
32,0.0,0.0,10,218407,70,Never-married,__RARE__,Exec-managerial,White,Not-in-family,True,Self-emp-inc,0,0.0,0.0,12.294120152218653,0.0
19,0.0,0.0,6,222866,40,Never-married,United-States,Farming-fishing,White,Other-relative,True,Private,0,0.0,0.0,12.314330459961486,0.8937728937728938
59,0.0,1485.0,9,174864,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,7.303843225277705,12.071769526630087,0.8937728937728938
37,0.0,0.0,12,29660,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,10.297588330565242,0.8937728937728938
46,0.0,0.0,10,285335,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.56142271220649,0.8937728937728938
40,0.0,0.0,11,336707,60,Separated,United-States,Craft-repair,White,Not-in-family,False,Private,0,0.0,0.0,12.72697136489066,0.8937728937728938
37,0.0,0.0,9,112554,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0,0.0,0.0,11.631197270048263,0.8937728937728938
45,0.0,0.0,9,188432,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.14649778502148,0.8937728937728938
30,0.0,0.0,13,184901,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,1,0.0,0.0,12.12758123397437,0.8937728937728938
42,0.0,0.0,9,211860,40,Separated,United-States,Adm-clerical,White,Not-in-family,True,Private,0,0.0,0.0,12.263685678237525,0.8937728937728938
25,0.0,0.0,13,176729,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.082378423183842,0.8937728937728938
36,0.0,0.0,9,212433,40,Never-married,United-States,Craft-repair,Black,Own-child,True,Private,0,0.0,0.0,12.2663866308688,0.8937728937728938
56,0.0,0.0,9,118993,40,Never-married,United-States,Adm-clerical,White,Other-relative,False,Private,0,0.0,0.0,11.68682835065446,0.8937728937728938
31,0.0,0.0,10,44503,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,10.70333435175513,0.8937728937728938
68,0.0,0.0,4,168794,30,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0,0.0,0.0,12.036440239852206,0.8937728937728938
19,0.0,0.0,8,97261,40,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0,0.0,0.0,11.485163647184558,0.8937728937728938
39,0.0,0.0,9,172700,40,Never-married,United-States,Other-service,Black,Unmarried,False,State-gov,0,0.0,0.0,12.059317054505962,0.8937728937728938
26,0.0,0.0,10,175044,40,Never-married,United-States,Protective-serv,White,Own-child,True,State-gov,0,0.0,0.0,12.072798362707235,0.8937728937728938
45,0.0,0.0,9,318280,40,Widowed,United-States,Protective-serv,White,Not-in-family,True,Local-gov,1,0.0,0.0,12.670689919374182,0.8937728937728938
38,0.0,0.0,12,168496,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,0.0,0.0,12.034673224461756,0.8937728937728938
73,0.0,0.0,9,144872,25,Married-civ-spouse,__RARE__,?,White,Husband,True,?,0,0.0,0.0,11.88361277554245,0.0
35,0.0,0.0,13,226311,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,12.329669857171119,0.8937728937728938
25,0.0,0.0,9,209230,6,Never-married,United-States,Other-service,White,Own-child,False,Private,0,0.0,0.0,12.251194183751211,0.8937728937728938
19,0.0,0.0,10,302945,10,Never-married,__RARE__,Adm-clerical,White,Own-child,True,Private,0,0.0,0.0,12.621309850787041,0.0
39,0.0,0.0,10,116369,48,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,0,0.0,0.0,11.664530049102122,0.8937728937728938
22,0.0,0.0,10,322674,40,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0,0.0,0.0,12.684400903703388,0.8937728937728938
25,0.0,0.0,13,192321,40,Never-married,United-States,Prof-specialty,White,Own-child,False,Local-gov,0,0.0,0.0,12.16692632960935,0.8937728937728938
39,0.0,0.0,10,117381,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,0.0,0.0,11.673188852644968,0.8937728937728938
45,0.0,0.0,10,125933,40,Divorced,United-States,Adm-clerical,Black,Unmarried,False,Local-gov,0,0.0,0.0,11.743513239173671,0.8937728937728938
19,0.0,0.0,9,124265,50,Never-married,United-States,Sales,White,Own-child,True,Private,0,0.0,0.0,11.730179708304206,0.8937728937728938
51,0.0,0.0,10,388496,8,Divorced,__RARE__,Craft-repair,White,Not-in-family,True,Self-emp-not-inc,1,0.0,0.0,12.870040726752302,0.0
26,0.0,0.0,9,270276,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,12.507202638004095,0.8937728937728938
49,0.0,0.0,9,211762,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,12.263223003782121,0.8937728937728938
64,0.0,0.0,13,46087,50,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,10.73830789141222,0.8937728937728938
52,0.0,0.0,3,94988,50,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0,0.0,0.0,11.461516374404875,0.8937728937728938
47,0.0,0.0,16,54887,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1,0.0,0.0,10.913050024370726,0.8937728937728938
48,0.0,0.0,9,185039,30,Divorced,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,12.12832729690532,0.8937728937728938
53,0.0,0.0,14,55139,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1,0.0,0.0,10.917630684577787,0.8937728937728938
21,0.0,0.0,9,43475,40,Never-married,United-States,Protective-serv,White,Not-in-family,True,Private,0,0.0,0.0,10.679964340683078,0.8937728937728938
32,0.0,0.0,13,30499,32,Divorced,United-States,?,White,Unmarried,False,?,0,0.0,0.0,10.325481962595504,0.8937728937728938
42,0.0,1977.0,9,188738,60,Married-civ-spouse,__RARE__,Exec-managerial,White,Husband,True,Self-emp-inc,1,0.0,7.589841512182657,12.148120387267339,0.0
29,0.0,0.0,15,152951,50,Married-civ-spouse,__RARE__,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,11.93787942566224,0.0
51,3325.0,0.0,15,209320,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Local-gov,0,8.109525659752872,0.0,12.251624237849088,0.8937728937728938
25,0.0,0.0,10,60828,50,Never-married,United-States,Farming-fishing,White,Own-child,False,Self-emp-not-inc,0,0.0,0.0,11.01582192792268,0.8937728937728938
49,0.0,0.0,6,336509,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,0,0.0,0.0,12.726383145307379,0.8937728937728938
55,0.0,0.0,9,194371,40,Married-civ-spouse,__RARE__,Sales,White,Wife,False,Private,1,0.0,0.0,12.177529127712928,0.0
53,0.0,0.0,2,291096,40,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0,0.0,0.0,12.58141182394375,0.8937728937728938
43,0.0,0.0,9,178866,25,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1,0.0,0.0,12.094397791889353,0.8937728937728938
55,0.0,0.0,10,173093,40,Divorced,United-States,Adm-clerical,Asian-Pac-Islander,Not-in-family,False,Private,0,0.0,0.0,12.061590078518497,0.8937728937728938
30,0.0,0.0,10,214063,72,Never-married,United-States,Farming-fishing,Black,Other-relative,True,Private,0,0.0,0.0,12.2740303147134,0.8937728937728938
44,15024.0,0.0,16,109912,32,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,1,9.617470759403409,0.0,11.607444422750037,0.8937728937728938
18,0.0,1602.0,10,261276,40,Never-married,__RARE__,?,Black,Own-child,False,?,0,0.0,7.3796321526095525,12.473336426203286,0.0
27,0.0,0.0,10,192698,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,12.168884664975396,0.8937728937728938
31,0.0,0.0,13,331126,48,Never-married,United-States,Protective-serv,Black,Own-child,True,Local-gov,0,0.0,0.0,12.71025726657123,0.8937728937728938
37,0.0,0.0,9,264700,35,Married-civ-spouse,United-States,Tech-support,Black,Wife,False,Private,0,0.0,0.0,12.486356166069786,0.8937728937728938
49,0.0,0.0,13,207540,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1,0.0,0.0,12.243084189495931,0.8937728937728938
35,0.0,0.0,8,166549,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.023050843621826,0.8937728937728938
49,0.0,0.0,10,393691,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,12.883324156684735,0.8937728937728938
47,0.0,0.0,3,185254,40,Never-married,__RARE__,__RARE__,White,Own-child,False,Private,0,0.0,0.0,12.129488533347402,0.0
26,0.0,0.0,13,30793,55,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,1,0.0,0.0,10.335075144789863,0.8937728937728938
66,0.0,2377.0,16,427422,25,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1,0.0,7.774015077250727,12.96552943417688,0.8937728937728938
47,15024.0,0.0,13,246891,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,9.617470759403409,0.0,12.416706273026223,0.8937728937728938
48,0.0,0.0,7,177211,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.08510203495051,0.8937728937728938
49,0.0,0.0,9,228399,40,Divorced,United-States,Machine-op-inspct,Black,Unmarried,False,Self-emp-not-inc,0,0.0,0.0,12.338853756763992,0.8937728937728938
57,0.0,0.0,13,47178,35,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-not-inc,1,0.0,0.0,10.76170415731525,0.8937728937728938
25,0.0,0.0,13,173212,40,Never-married,United-States,Prof-specialty,White,Own-child,True,Private,0,0.0,0.0,12.0622773300305,0.8937728937728938
28,0.0,0.0,15,34452,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,0,0.0,0.0,10.447351355378917,0.8937728937728938
27,0.0,0.0,10,289039,40,Never-married,United-States,Protective-serv,Asian-Pac-Islander,Unmarried,False,Local-gov,0,0.0,0.0,12.574320365821523,0.8937728937728938
44,0.0,0.0,11,64506,20,Divorced,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,11.074529024027004,0.8937728937728938
58,0.0,0.0,4,255822,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0,0.0,0.0,12.452241078080167,0.8937728937728938
